company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,ground_time_risk,ground_time_buffer,total_pax,lap_child_count,child_count,basic_economy_pax,stroller_count,load_factor,load_category,child_ratio,basic_econ_ratio,total_ssr_count,unique_pnr_with_ssr,ssr_per_pax,ssr_category,origin_bags,regular_transfer_bags,hot_transfer_bags,Checked,All_Transfers,total_bags,transfer_to_checked_ratio,hot_transfer_pct
UA,468,2025-08-09,ORD,IAH,2025-08-09 06:00:00+00:00,2025-08-09 08:50:00+00:00,2025-08-09 06:00:00+00:00,2025-08-09 08:28:00+00:00,179,B737-900,Mainline,575,568,56,0.0,False,519,212,0,11,33,0,118.43575418994415,,0.05188679245283019,0.15566037735849056,114,106,0.5377358490566038,High SSR,168.0,14.0,0.0,168.0,14.0,182.0,0.08333333333333333,0.0
UA,1387,2025-08-02,ORD,SFO,2025-08-02 08:50:00+00:00,2025-08-02 11:29:00+00:00,2025-08-02 08:53:00+00:00,2025-08-02 11:45:00+00:00,364,B777-2HD,Mainline,759,726,87,3.0,False,672,481,3,30,27,4,132.14285714285714,,0.062370062370062374,0.056133056133056136,83,79,0.17255717255717257,High SSR,153.0,121.0,13.0,153.0,134.0,287.0,0.8758169934640523,9.701492537313433
OO,5376,2025-08-15,ORD,LEX,2025-08-15 14:30:00+00:00,2025-08-15 17:01:00+00:00,2025-08-15 14:22:00+00:00,2025-08-15 16:54:00+00:00,70,ERJ-175,Express,77,71,34,-8.0,False,43,60,0,1,5,0,85.71428571428571,High (75-90%),0.016666666666666666,0.08333333333333333,39,36,0.65,Low SSR,10.0,24.0,0.0,10.0,24.0,34.0,2.4,0.0
UA,2652,2025-08-12,ORD,RSW,2025-08-12 16:20:00+00:00,2025-08-12 20:32:00+00:00,2025-08-12 16:46:00+00:00,2025-08-12 22:21:00+00:00,166,B737-800,Mainline,85,49,51,26.0,False,34,130,0,2,5,0,78.3132530120482,High (75-90%),0.015384615384615385,0.038461538461538464,109,100,0.8384615384615385,High SSR,29.0,40.0,0.0,29.0,40.0,69.0,1.3793103448275863,0.0
UA,378,2025-08-01,ORD,LAX,2025-08-01 13:55:00+00:00,2025-08-01 16:26:00+00:00,2025-08-01 14:09:00+00:00,2025-08-01 16:36:00+00:00,200,A321-2NX,Mainline,257,73,62,14.0,False,195,231,1,10,16,2,115.5,,0.04329004329004329,0.06926406926406926,59,58,0.2554112554112554,High SSR,85.0,36.0,1.0,85.0,37.0,122.0,0.43529411764705883,2.7027027027027026
UA,1980,2025-08-11,ORD,LGA,2025-08-11 06:00:00+00:00,2025-08-11 09:11:00+00:00,2025-08-11 06:04:00+00:00,2025-08-11 09:27:00+00:00,166,B737-800,Mainline,2355,2385,51,4.0,False,2304,155,0,1,17,0,93.37349397590361,Very High (>90%),0.0064516129032258064,0.10967741935483871,25,23,0.16129032258064516,Low SSR,44.0,6.0,10.0,44.0,16.0,60.0,0.36363636363636365,62.5
OO,5930,2025-08-02,ORD,FAR,2025-08-02 13:20:00+00:00,2025-08-02 15:26:00+00:00,2025-08-02 13:20:00+00:00,2025-08-02 15:16:00+00:00,70,ERJ-175,Express,34,34,34,0.0,True,0,76,0,5,9,0,108.57142857142857,,0.06578947368421052,0.11842105263157894,23,22,0.3026315789473684,Low SSR,13.0,36.0,0.0,13.0,36.0,49.0,2.769230769230769,0.0
UA,1097,2025-08-08,ORD,DCA,2025-08-08 11:15:00+00:00,2025-08-08 14:13:00+00:00,2025-08-08 11:10:00+00:00,2025-08-08 14:06:00+00:00,126,A319-100,Mainline,86,107,43,-5.0,False,43,148,3,8,17,1,117.46031746031747,,0.05405405405405406,0.11486486486486487,32,32,0.21621621621621623,Low SSR,30.0,35.0,0.0,30.0,35.0,65.0,1.1666666666666667,0.0
UA,2182,2025-08-01,ORD,PHL,2025-08-01 11:20:00+00:00,2025-08-01 14:29:00+00:00,2025-08-01 11:42:00+00:00,2025-08-01 14:36:00+00:00,150,A320-200,Mainline,18,48,46,22.0,True,-28,188,2,12,12,4,125.33333333333334,,0.06382978723404255,0.06382978723404255,108,101,0.574468085106383,High SSR,72.0,23.0,0.0,72.0,23.0,95.0,0.3194444444444444,0.0
G7,4542,2025-08-07,ORD,LIT,2025-08-07 20:05:00+00:00,2025-08-07 22:16:00+00:00,2025-08-07 20:02:00+00:00,2025-08-07 21:44:00+00:00,50,CRJ-550,Express,85,63,29,-3.0,False,56,53,0,1,2,0,106.0,,0.018867924528301886,0.03773584905660377,21,18,0.39622641509433965,Low SSR,8.0,20.0,0.0,8.0,20.0,28.0,2.5,0.0
UA,695,2025-08-13,ORD,SJU,2025-08-13 18:03:00+00:00,2025-08-13 23:54:00+00:00,2025-08-13 18:04:00+00:00,2025-08-13 23:39:00+00:00,179,B737-MAX9,Mainline,67,88,56,1.0,False,11,202,1,8,45,3,112.84916201117319,,0.039603960396039604,0.22277227722772278,75,72,0.3712871287128713,High SSR,56.0,89.0,10.0,56.0,99.0,155.0,1.7678571428571428,10.1010101010101
UA,310,2025-08-14,ORD,MCI,2025-08-14 15:53:00+00:00,2025-08-14 17:31:00+00:00,2025-08-14 16:00:00+00:00,2025-08-14 17:27:00+00:00,126,A319-100,Mainline,70,78,43,7.0,False,27,142,1,3,2,1,112.6984126984127,,0.02112676056338028,0.014084507042253521,119,114,0.8380281690140845,High SSR,15.0,104.0,4.0,15.0,108.0,123.0,7.2,3.7037037037037033
UA,1306,2025-08-15,ORD,TPA,2025-08-15 07:30:00+00:00,2025-08-15 11:21:00+00:00,2025-08-15 07:25:00+00:00,2025-08-15 11:12:00+00:00,179,B737-MAX9,Mainline,480,457,56,-5.0,False,424,253,1,19,35,5,141.340782122905,,0.07509881422924901,0.1383399209486166,58,51,0.22924901185770752,High SSR,65.0,2.0,0.0,65.0,2.0,67.0,0.03076923076923077,0.0
UA,721,2025-08-07,ORD,BOS,2025-08-07 09:15:00+00:00,2025-08-07 12:50:00+00:00,2025-08-07 10:21:00+00:00,2025-08-07 13:43:00+00:00,179,B737-MAX9,Mainline,80,50,56,66.0,False,24,232,3,13,11,6,129.60893854748602,,0.05603448275862069,0.04741379310344827,45,44,0.1939655172413793,High SSR,75.0,39.0,0.0,75.0,39.0,114.0,0.52,0.0
YX,3699,2025-08-09,ORD,PIT,2025-08-09 18:05:00+00:00,2025-08-09 20:50:00+00:00,2025-08-09 18:06:00+00:00,2025-08-09 20:30:00+00:00,76,ERJ-175,Express,135,173,39,1.0,False,96,95,1,5,8,2,125.0,,0.05263157894736842,0.08421052631578947,13,12,0.1368421052631579,Low SSR,9.0,47.0,1.0,9.0,48.0,57.0,5.333333333333333,2.083333333333333
UA,2280,2025-08-04,ORD,MCO,2025-08-04 07:10:00+00:00,2025-08-04 11:04:00+00:00,2025-08-04 07:08:00+00:00,2025-08-04 10:56:00+00:00,200,A321-2NX,Mainline,112,125,68,-2.0,False,44,270,0,15,16,4,135.0,,0.05555555555555555,0.05925925925925926,54,51,0.2,High SSR,71.0,15.0,8.0,71.0,23.0,94.0,0.323943661971831,34.78260869565217
UA,1100,2025-08-11,ORD,PDX,2025-08-11 07:10:00+00:00,2025-08-11 09:42:00+00:00,2025-08-11 07:21:00+00:00,2025-08-11 09:27:00+00:00,200,A321-2NX,Mainline,105,118,68,11.0,False,37,169,2,6,22,0,84.5,High (75-90%),0.03550295857988166,0.1301775147928994,36,35,0.21301775147928995,Low SSR,50.0,13.0,18.0,50.0,31.0,81.0,0.62,58.06451612903226
UA,2658,2025-08-05,ORD,SMF,2025-08-05 16:00:00+00:00,2025-08-05 18:35:00+00:00,2025-08-05 16:00:00+00:00,2025-08-05 18:15:00+00:00,150,A320-200,Mainline,104,121,46,0.0,False,58,169,1,6,6,0,112.66666666666667,,0.03550295857988166,0.03550295857988166,104,98,0.6153846153846154,High SSR,42.0,100.0,1.0,42.0,101.0,143.0,2.4047619047619047,0.9900990099009901
OO,5021,2025-08-02,ORD,SUX,2025-08-02 20:50:00+00:00,2025-08-02 22:40:00+00:00,2025-08-02 20:53:00+00:00,2025-08-02 23:05:00+00:00,50,CRJ-200,Express,25,43,29,3.0,True,-4,44,1,1,5,0,88.0,High (75-90%),0.022727272727272728,0.11363636363636363,28,27,0.6363636363636364,Low SSR,14.0,28.0,5.0,14.0,33.0,47.0,2.357142857142857,15.151515151515152
UA,2201,2025-08-11,ORD,MCO,2025-08-11 14:01:00+00:00,2025-08-11 18:00:00+00:00,2025-08-11 13:58:00+00:00,2025-08-11 17:36:00+00:00,179,B737-900,Mainline,67,57,56,-3.0,False,11,170,0,5,18,1,94.97206703910615,Very High (>90%),0.029411764705882353,0.10588235294117647,101,94,0.5941176470588235,High SSR,53.0,34.0,1.0,53.0,35.0,88.0,0.660377358490566,2.857142857142857
UA,2251,2025-08-08,ORD,PIT,2025-08-08 10:35:00+00:00,2025-08-08 13:14:00+00:00,2025-08-08 10:28:00+00:00,2025-08-08 12:40:00+00:00,126,A319-100,Mainline,63,72,43,-7.0,False,20,141,2,7,11,2,111.90476190476191,,0.04964539007092199,0.07801418439716312,28,28,0.19858156028368795,Low SSR,41.0,15.0,3.0,41.0,18.0,59.0,0.43902439024390244,16.666666666666664
OO,4712,2025-08-12,ORD,ELP,2025-08-12 19:50:00+00:00,2025-08-12 22:23:00+00:00,2025-08-12 20:39:00+00:00,2025-08-12 23:08:00+00:00,76,ERJ-175,Express,257,138,34,49.0,False,223,34,0,1,5,0,44.73684210526316,Low (<50%),0.029411764705882353,0.14705882352941177,22,20,0.6470588235294118,Low SSR,5.0,31.0,9.0,5.0,40.0,45.0,8.0,22.5
G7,4436,2025-08-15,ORD,SGF,2025-08-15 12:45:00+00:00,2025-08-15 14:31:00+00:00,2025-08-15 12:37:00+00:00,2025-08-15 14:22:00+00:00,50,CRJ-550,Express,40,44,29,-8.0,False,11,55,0,2,3,1,110.00000000000001,,0.03636363636363636,0.05454545454545454,23,21,0.41818181818181815,Low SSR,4.0,24.0,3.0,4.0,27.0,31.0,6.75,11.11111111111111
G7,4542,2025-08-01,ORD,LIT,2025-08-01 20:05:00+00:00,2025-08-01 22:16:00+00:00,2025-08-01 20:24:00+00:00,2025-08-01 22:47:00+00:00,50,CRJ-550,Express,70,83,29,19.0,False,41,45,0,0,1,0,90.0,High (75-90%),0.0,0.022222222222222223,21,18,0.4666666666666667,Low SSR,3.0,36.0,1.0,3.0,37.0,40.0,12.333333333333334,2.7027027027027026
OO,5748,2025-08-02,ORD,YWG,2025-08-02 13:02:00+00:00,2025-08-02 15:31:00+00:00,2025-08-02 12:59:00+00:00,2025-08-02 15:11:00+00:00,70,ERJ-175,Express,47,56,42,-3.0,False,5,76,0,4,1,1,108.57142857142857,,0.05263157894736842,0.013157894736842105,36,35,0.47368421052631576,Low SSR,24.0,21.0,0.0,24.0,21.0,45.0,0.875,0.0
UA,782,2025-08-09,ORD,PIT,2025-08-09 21:10:00+00:00,2025-08-09 23:48:00+00:00,2025-08-09 21:23:00+00:00,2025-08-09 23:59:00+00:00,179,B737-900,Mainline,165,81,56,13.0,False,109,139,1,10,8,0,77.6536312849162,High (75-90%),0.07194244604316546,0.05755395683453238,12,10,0.08633093525179857,Low SSR,3.0,53.0,15.0,3.0,68.0,71.0,22.666666666666668,22.058823529411764
YX,3604,2025-08-15,ORD,CMH,2025-08-15 19:35:00+00:00,2025-08-15 22:08:00+00:00,2025-08-15 20:38:00+00:00,2025-08-15 23:39:00+00:00,76,ERJ-175,Express,49,36,39,63.0,False,10,77,0,2,4,1,101.3157894736842,,0.025974025974025976,0.05194805194805195,24,22,0.3116883116883117,Low SSR,16.0,23.0,19.0,16.0,42.0,58.0,2.625,45.23809523809524
UA,1974,2025-08-05,ORD,PWM,2025-08-05 18:30:00+00:00,2025-08-05 22:01:00+00:00,2025-08-05 18:24:00+00:00,2025-08-05 22:01:00+00:00,126,B737-700,Mainline,99,116,43,-6.0,False,56,138,1,8,17,2,109.52380952380953,,0.057971014492753624,0.12318840579710146,93,89,0.6739130434782609,High SSR,12.0,51.0,0.0,12.0,51.0,63.0,4.25,0.0
YX,3451,2025-08-15,ORD,PWM,2025-08-15 13:55:00+00:00,2025-08-15 17:37:00+00:00,2025-08-15 13:52:00+00:00,2025-08-15 17:37:00+00:00,76,ERJ-175,Express,110,107,34,-3.0,False,76,87,1,4,14,2,114.4736842105263,,0.04597701149425287,0.16091954022988506,26,24,0.2988505747126437,Low SSR,20.0,13.0,6.0,20.0,19.0,39.0,0.95,31.57894736842105
UA,1377,2025-08-01,ORD,MYR,2025-08-01 11:20:00+00:00,2025-08-01 14:35:00+00:00,2025-08-01 11:14:00+00:00,2025-08-01 14:47:00+00:00,126,B737-700,Mainline,110,114,43,-6.0,False,67,180,0,15,18,3,142.85714285714286,,0.08333333333333333,0.1,69,67,0.38333333333333336,High SSR,44.0,25.0,0.0,44.0,25.0,69.0,0.5681818181818182,0.0
G7,4554,2025-08-02,ORD,GRB,2025-08-02 14:00:00+00:00,2025-08-02 15:11:00+00:00,2025-08-02 14:01:00+00:00,2025-08-02 15:09:00+00:00,50,CRJ-550,Express,71,55,29,1.0,False,42,57,1,2,2,1,113.99999999999999,,0.03508771929824561,0.03508771929824561,23,23,0.40350877192982454,Low SSR,2.0,29.0,9.0,2.0,38.0,40.0,19.0,23.684210526315788
OO,4789,2025-08-14,ORD,FAR,2025-08-14 20:00:00+00:00,2025-08-14 22:12:00+00:00,2025-08-14 21:38:00+00:00,2025-08-14 23:40:00+00:00,76,ERJ-175,Express,71,32,34,98.0,False,37,65,1,2,8,0,85.52631578947368,High (75-90%),0.03076923076923077,0.12307692307692308,33,32,0.5076923076923077,Low SSR,3.0,51.0,0.0,3.0,51.0,54.0,17.0,0.0
G7,4611,2025-08-01,ORD,MDT,2025-08-01 07:15:00+00:00,2025-08-01 10:14:00+00:00,2025-08-01 08:11:00+00:00,2025-08-01 10:57:00+00:00,50,CRJ-550,Express,-50,26,29,56.0,True,-79,51,0,1,5,0,102.0,,0.0196078431372549,0.09803921568627451,10,10,0.19607843137254902,Low SSR,7.0,12.0,6.0,7.0,18.0,25.0,2.5714285714285716,33.33333333333333
OO,5380,2025-08-12,ORD,MSY,2025-08-12 07:12:00+00:00,2025-08-12 09:48:00+00:00,2025-08-12 07:06:00+00:00,2025-08-12 09:42:00+00:00,76,ERJ-175,Express,854,866,70,-6.0,False,784,49,0,0,9,0,64.47368421052632,Medium (50-75%),0.0,0.1836734693877551,21,21,0.42857142857142855,Low SSR,26.0,5.0,11.0,26.0,16.0,42.0,0.6153846153846154,68.75
OO,4638,2025-08-11,ORD,COS,2025-08-11 19:40:00+00:00,2025-08-11 21:44:00+00:00,2025-08-11 19:47:00+00:00,2025-08-11 21:29:00+00:00,76,ERJ-175,Express,51,38,34,7.0,False,17,80,0,2,13,1,105.26315789473684,,0.025,0.1625,33,33,0.4125,Low SSR,10.0,24.0,5.0,10.0,29.0,39.0,2.9,17.24137931034483
OO,5646,2025-08-07,ORD,ATW,2025-08-07 13:59:00+00:00,2025-08-07 15:10:00+00:00,2025-08-07 15:07:00+00:00,2025-08-07 16:17:00+00:00,50,CRJ-200,Express,-17,34,29,68.0,True,-46,45,1,1,6,0,90.0,High (75-90%),0.022222222222222223,0.13333333333333333,16,15,0.35555555555555557,Low SSR,16.0,15.0,18.0,16.0,33.0,49.0,2.0625,54.54545454545454
G7,4429,2025-08-01,ORD,FSD,2025-08-01 15:52:00+00:00,2025-08-01 17:44:00+00:00,2025-08-01 15:46:00+00:00,2025-08-01 17:34:00+00:00,50,CRJ-550,Express,57,58,29,-6.0,False,28,64,0,4,2,1,128.0,,0.0625,0.03125,24,22,0.375,Low SSR,5.0,22.0,7.0,5.0,29.0,34.0,5.8,24.137931034482758
UA,2251,2025-08-04,ORD,PIT,2025-08-04 10:35:00+00:00,2025-08-04 13:14:00+00:00,2025-08-04 10:35:00+00:00,2025-08-04 13:00:00+00:00,126,A319-100,Mainline,70,73,43,0.0,False,27,134,1,3,7,0,106.34920634920636,,0.022388059701492536,0.05223880597014925,28,28,0.208955223880597,Low SSR,30.0,17.0,6.0,30.0,23.0,53.0,0.7666666666666667,26.08695652173913
G7,4482,2025-08-11,ORD,TUL,2025-08-11 15:35:00+00:00,2025-08-11 18:22:00+00:00,2025-08-11 15:47:00+00:00,2025-08-11 18:22:00+00:00,50,CRJ-550,Express,67,95,29,12.0,False,38,41,0,0,0,0,82.0,High (75-90%),0.0,0.0,15,14,0.36585365853658536,Low SSR,0.0,8.0,0.0,0.0,8.0,8.0,,0.0
OO,5383,2025-08-04,ORD,TVC,2025-08-04 13:55:00+00:00,2025-08-04 16:12:00+00:00,2025-08-04 14:09:00+00:00,2025-08-04 16:15:00+00:00,50,CRJ-550,Express,40,35,29,14.0,False,11,62,0,3,2,0,124.0,,0.04838709677419355,0.03225806451612903,13,13,0.20967741935483872,Low SSR,3.0,23.0,11.0,3.0,34.0,37.0,11.333333333333334,32.35294117647059
UA,2691,2025-08-01,ORD,EWR,2025-08-01 08:47:00+00:00,2025-08-01 12:11:00+00:00,2025-08-01 09:00:00+00:00,2025-08-01 12:02:00+00:00,179,B737-900,Mainline,62,74,56,13.0,False,6,196,1,5,13,1,109.4972067039106,,0.025510204081632654,0.0663265306122449,30,30,0.15306122448979592,Low SSR,103.0,39.0,16.0,103.0,55.0,158.0,0.5339805825242718,29.09090909090909
UA,2494,2025-08-02,ORD,MCI,2025-08-02 20:05:00+00:00,2025-08-02 21:43:00+00:00,2025-08-02 20:10:00+00:00,2025-08-02 21:31:00+00:00,179,B737-900,Mainline,130,148,119,5.0,False,11,185,2,9,12,0,103.35195530726257,,0.04864864864864865,0.06486486486486487,73,71,0.3945945945945946,High SSR,24.0,136.0,0.0,24.0,136.0,160.0,5.666666666666667,0.0
UA,378,2025-08-04,ORD,LAX,2025-08-04 13:55:00+00:00,2025-08-04 16:26:00+00:00,2025-08-04 13:55:00+00:00,2025-08-04 16:07:00+00:00,200,A321-2NX,Mainline,73,82,62,0.0,False,11,230,1,5,5,1,114.99999999999999,,0.021739130434782608,0.021739130434782608,59,58,0.2565217391304348,High SSR,87.0,41.0,1.0,87.0,42.0,129.0,0.4827586206896552,2.380952380952381
G7,4517,2025-08-06,ORD,SCE,2025-08-06 14:10:00+00:00,2025-08-06 17:01:00+00:00,2025-08-06 14:01:00+00:00,2025-08-06 16:53:00+00:00,50,CRJ-550,Express,81,72,29,-9.0,False,52,40,0,0,1,0,80.0,High (75-90%),0.0,0.025,14,13,0.35,Low SSR,8.0,30.0,5.0,8.0,35.0,43.0,4.375,14.285714285714285
UA,2677,2025-08-11,ORD,IAD,2025-08-11 17:56:00+00:00,2025-08-11 20:55:00+00:00,2025-08-11 17:53:00+00:00,2025-08-11 20:48:00+00:00,176,B757-200,Mainline,231,167,122,-3.0,False,109,211,0,5,3,1,119.88636363636364,,0.023696682464454975,0.014218009478672985,104,99,0.4928909952606635,High SSR,55.0,15.0,17.0,55.0,32.0,87.0,0.5818181818181818,53.125
UA,1641,2025-08-03,ORD,IND,2025-08-03 21:30:00+00:00,2025-08-03 23:43:00+00:00,2025-08-03 21:37:00+00:00,2025-08-03 23:35:00+00:00,126,B737-700,Mainline,78,102,43,7.0,False,35,141,2,4,15,1,111.90476190476191,,0.028368794326241134,0.10638297872340426,41,40,0.2907801418439716,High SSR,5.0,60.0,0.0,5.0,60.0,65.0,12.0,0.0
G7,4429,2025-08-15,ORD,FSD,2025-08-15 15:52:00+00:00,2025-08-15 17:44:00+00:00,2025-08-15 16:01:00+00:00,2025-08-15 17:53:00+00:00,50,CRJ-550,Express,57,88,29,9.0,False,28,58,0,3,2,1,115.99999999999999,,0.05172413793103448,0.034482758620689655,24,22,0.41379310344827586,Low SSR,4.0,29.0,5.0,4.0,34.0,38.0,8.5,14.705882352941178
OO,5094,2025-08-04,ORD,RHI,2025-08-04 10:57:00+00:00,2025-08-04 12:19:00+00:00,2025-08-04 10:48:00+00:00,2025-08-04 12:09:00+00:00,50,CRJ-200,Express,96,57,29,-9.0,False,67,56,0,3,5,1,112.00000000000001,,0.05357142857142857,0.08928571428571429,16,15,0.2857142857142857,Low SSR,24.0,19.0,0.0,24.0,19.0,43.0,0.7916666666666666,0.0
UA,793,2025-08-05,ORD,DFW,2025-08-05 16:20:00+00:00,2025-08-05 18:58:00+00:00,2025-08-05 16:22:00+00:00,2025-08-05 18:55:00+00:00,126,A319-100,Mainline,64,76,43,2.0,False,21,153,3,6,3,2,121.42857142857142,,0.0392156862745098,0.0196078431372549,93,88,0.6078431372549019,High SSR,35.0,69.0,3.0,35.0,72.0,107.0,2.057142857142857,4.166666666666666
G7,4546,2025-08-14,ORD,AVP,2025-08-14 18:35:00+00:00,2025-08-14 21:43:00+00:00,2025-08-14 20:22:00+00:00,2025-08-14 23:08:00+00:00,50,CRJ-550,Express,95,33,29,107.0,False,66,49,0,0,0,0,98.0,Very High (>90%),0.0,0.0,18,17,0.3673469387755102,Low SSR,7.0,37.0,0.0,7.0,37.0,44.0,5.285714285714286,0.0
G7,4458,2025-08-13,ORD,LIT,2025-08-13 12:45:00+00:00,2025-08-13 14:38:00+00:00,2025-08-13 13:33:00+00:00,2025-08-13 15:16:00+00:00,50,CRJ-550,Express,60,38,29,48.0,False,31,54,0,2,3,0,108.0,,0.037037037037037035,0.05555555555555555,37,34,0.6851851851851852,Low SSR,8.0,16.0,6.0,8.0,22.0,30.0,2.75,27.27272727272727
OO,5601,2025-08-11,ORD,FNT,2025-08-11 13:55:00+00:00,2025-08-11 16:11:00+00:00,2025-08-11 13:58:00+00:00,2025-08-11 16:28:00+00:00,50,CRJ-200,Express,142,170,29,3.0,False,113,53,0,1,11,0,106.0,,0.018867924528301886,0.20754716981132076,71,67,1.3396226415094339,High SSR,16.0,15.0,11.0,16.0,26.0,42.0,1.625,42.30769230769231
UA,2144,2025-08-11,ORD,YYZ,2025-08-11 13:01:00+00:00,2025-08-11 15:46:00+00:00,2025-08-11 13:06:00+00:00,2025-08-11 15:45:00+00:00,126,A319-100,Mainline,73,109,52,5.0,False,21,125,1,1,8,0,99.20634920634922,Very High (>90%),0.008,0.064,53,49,0.424,High SSR,39.0,22.0,6.0,39.0,28.0,67.0,0.717948717948718,21.428571428571427
YX,3628,2025-08-10,ORD,IND,2025-08-10 17:50:00+00:00,2025-08-10 20:03:00+00:00,2025-08-10 17:59:00+00:00,2025-08-10 19:59:00+00:00,76,ERJ-175,Express,45,39,34,9.0,False,11,70,0,0,3,0,92.10526315789474,Very High (>90%),0.0,0.04285714285714286,20,20,0.2857142857142857,Low SSR,21.0,23.0,9.0,21.0,32.0,53.0,1.5238095238095237,28.125
UA,1124,2025-08-11,ORD,IAH,2025-08-11 16:07:00+00:00,2025-08-11 19:05:00+00:00,2025-08-11 16:13:00+00:00,2025-08-11 19:10:00+00:00,179,B737-900,Mainline,76,105,56,6.0,False,20,202,0,9,5,2,112.84916201117319,,0.04455445544554455,0.024752475247524754,103,98,0.5099009900990099,High SSR,50.0,77.0,0.0,50.0,77.0,127.0,1.54,0.0
UA,1387,2025-08-01,ORD,SFO,2025-08-01 08:50:00+00:00,2025-08-01 11:29:00+00:00,2025-08-01 08:49:00+00:00,2025-08-01 11:45:00+00:00,364,B777-2HD,Mainline,191,192,93,-1.0,False,98,429,1,17,35,4,117.85714285714286,,0.039627039627039624,0.08158508158508158,83,79,0.19347319347319347,High SSR,164.0,58.0,26.0,164.0,84.0,248.0,0.5121951219512195,30.952380952380953
UA,1616,2025-08-07,ORD,GRR,2025-08-07 18:20:00+00:00,2025-08-07 20:35:00+00:00,2025-08-07 18:23:00+00:00,2025-08-07 20:21:00+00:00,126,A319-100,Mainline,93,102,43,3.0,False,50,130,0,4,8,0,103.17460317460319,,0.03076923076923077,0.06153846153846154,85,81,0.6538461538461539,High SSR,5.0,88.0,0.0,5.0,88.0,93.0,17.6,0.0
UA,343,2025-08-03,ORD,SFO,2025-08-03 10:53:00+00:00,2025-08-03 13:40:00+00:00,2025-08-03 10:44:00+00:00,2025-08-03 13:20:00+00:00,150,A320-200,Mainline,81,93,46,-9.0,False,35,188,0,11,1,2,125.33333333333334,,0.05851063829787234,0.005319148936170213,104,99,0.5531914893617021,High SSR,89.0,30.0,5.0,89.0,35.0,124.0,0.39325842696629215,14.285714285714285
OO,5405,2025-08-15,ORD,SCE,2025-08-15 07:25:00+00:00,2025-08-15 10:20:00+00:00,2025-08-15 07:20:00+00:00,2025-08-15 10:02:00+00:00,50,CRJ-200,Express,47,56,29,-5.0,False,18,45,0,0,6,0,90.0,High (75-90%),0.0,0.13333333333333333,16,15,0.35555555555555557,Low SSR,35.0,32.0,2.0,35.0,34.0,69.0,0.9714285714285714,5.88235294117647
UA,2427,2025-08-11,ORD,CVG,2025-08-11 18:10:00+00:00,2025-08-11 20:34:00+00:00,2025-08-11 18:06:00+00:00,2025-08-11 20:20:00+00:00,126,B737-700,Mainline,84,89,43,-4.0,False,41,145,0,7,7,1,115.07936507936508,,0.04827586206896552,0.04827586206896552,57,55,0.3931034482758621,High SSR,14.0,47.0,9.0,14.0,56.0,70.0,4.0,16.071428571428573
UA,1044,2025-08-07,ORD,LAX,2025-08-07 09:05:00+00:00,2025-08-07 11:40:00+00:00,2025-08-07 09:04:00+00:00,2025-08-07 11:41:00+00:00,176,B757-200,Mainline,441,376,56,-1.0,False,385,220,1,12,15,3,125.0,,0.05454545454545454,0.06818181818181818,74,66,0.33636363636363636,High SSR,87.0,41.0,1.0,87.0,42.0,129.0,0.4827586206896552,2.380952380952381
YX,3422,2025-08-15,ORD,DTW,2025-08-15 10:45:00+00:00,2025-08-15 13:17:00+00:00,2025-08-15 10:42:00+00:00,2025-08-15 13:10:00+00:00,76,ERJ-175,Express,82,83,34,-3.0,False,48,88,1,3,6,0,115.78947368421053,,0.03409090909090909,0.06818181818181818,29,26,0.32954545454545453,Low SSR,14.0,54.0,4.0,14.0,58.0,72.0,4.142857142857143,6.896551724137931
UA,1616,2025-08-03,ORD,GRR,2025-08-03 19:37:00+00:00,2025-08-03 21:42:00+00:00,2025-08-03 19:46:00+00:00,2025-08-03 21:31:00+00:00,166,B737-800,Mainline,234,248,51,9.0,False,183,168,1,7,6,2,101.20481927710843,,0.041666666666666664,0.03571428571428571,85,81,0.5059523809523809,High SSR,7.0,76.0,14.0,7.0,90.0,97.0,12.857142857142858,15.555555555555555
OO,5275,2025-08-07,ORD,DLH,2025-08-07 20:15:00+00:00,2025-08-07 22:00:00+00:00,2025-08-07 20:12:00+00:00,2025-08-07 21:46:00+00:00,50,CRJ-550,Express,85,67,29,-3.0,False,56,45,0,1,3,0,90.0,High (75-90%),0.022222222222222223,0.06666666666666667,27,24,0.6,Low SSR,3.0,23.0,0.0,3.0,23.0,26.0,7.666666666666667,0.0
UA,1178,2025-08-14,ORD,ORF,2025-08-14 18:22:00+00:00,2025-08-14 21:40:00+00:00,2025-08-14 18:33:00+00:00,2025-08-14 21:38:00+00:00,126,B737-700,Mainline,72,100,51,11.0,False,21,146,0,8,13,2,115.87301587301589,,0.0547945205479452,0.08904109589041095,102,93,0.6986301369863014,High SSR,19.0,66.0,0.0,19.0,66.0,85.0,3.473684210526316,0.0
