company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes
OO,5262,2025-08-08,ORD,LNK,2025-08-08T12:45:00Z,2025-08-08T14:35:00Z,2025-08-08T12:39:00Z,2025-08-08T14:23:00Z,50,CRJ-200,Express,40,48,29
OO,5230,2025-08-09,ORD,CRW,2025-08-09T14:00:00Z,2025-08-09T16:45:00Z,2025-08-09T14:27:00Z,2025-08-09T17:18:00Z,50,CRJ-200,Express,115,160,29
UA,1316,2025-08-08,ORD,SRQ,2025-08-08T11:14:00Z,2025-08-08T15:10:00Z,2025-08-08T11:09:00Z,2025-08-08T14:49:00Z,179,B737-900,Mainline,96,110,56
UA,1398,2025-08-13,ORD,ATL,2025-08-13T18:20:00Z,2025-08-13T21:29:00Z,2025-08-13T18:40:00Z,2025-08-13T21:50:00Z,166,B737-800,Mainline,84,112,51
G7,4488,2025-08-02,ORD,DSM,2025-08-02T09:00:00Z,2025-08-02T10:32:00Z,2025-08-02T08:55:00Z,2025-08-02T10:30:00Z,50,CRJ-550,Express,67,79,29
OO,5603,2025-08-09,ORD,FNT,2025-08-09T20:08:00Z,2025-08-09T22:30:00Z,2025-08-09T21:19:00Z,2025-08-09T23:20:00Z,50,CRJ-200,Express,82,134,29
UA,1273,2025-08-15,ORD,SFO,2025-08-15T06:30:00Z,2025-08-15T09:09:00Z,2025-08-15T06:22:00Z,2025-08-15T08:44:00Z,234,B757-300,Mainline,331,339,66
OO,5607,2025-08-04,ORD,TUS,2025-08-04T09:20:00Z,2025-08-04T11:26:00Z,2025-08-04T09:17:00Z,2025-08-04T11:07:00Z,70,ERJ-175,Express,83,80,34
OO,5131,2025-08-15,ORD,CMX,2025-08-15T16:15:00Z,2025-08-15T18:52:00Z,2025-08-15T16:19:00Z,2025-08-15T18:51:00Z,50,CRJ-200,Express,12,41,29
OO,5269,2025-08-03,ORD,PIA,2025-08-03T13:55:00Z,2025-08-03T15:03:00Z,2025-08-03T13:48:00Z,2025-08-03T15:09:00Z,50,CRJ-200,Express,110,83,29
OO,5610,2025-08-04,ORD,CHO,2025-08-04T18:06:00Z,2025-08-04T21:12:00Z,2025-08-04T18:06:00Z,2025-08-04T21:30:00Z,50,CRJ-550,Express,67,53,29
OO,5124,2025-08-12,ORD,EAU,2025-08-12T21:07:00Z,2025-08-12T22:30:00Z,2025-08-12T23:12:00Z,2025-08-13T00:26:00Z,50,CRJ-200,Express,289,54,29
OO,5568,2025-08-01,ORD,MLI,2025-08-01T09:07:00Z,2025-08-01T10:22:00Z,2025-08-01T09:03:00Z,2025-08-01T10:27:00Z,50,CRJ-200,Express,94,89,29
G7,4584,2025-08-12,ORD,TUL,2025-08-12T20:07:00Z,2025-08-12T22:15:00Z,2025-08-12T22:32:00Z,2025-08-13T00:19:00Z,50,CRJ-550,Express,317,406,29
UA,1387,2025-08-15,ORD,SFO,2025-08-15T08:50:00Z,2025-08-15T11:42:00Z,2025-08-15T08:49:00Z,2025-08-15T11:30:00Z,179,B737-900,Mainline,150,130,62
UA,1361,2025-08-01,ORD,STL,2025-08-01T21:20:00Z,2025-08-01T22:45:00Z,2025-08-01T21:29:00Z,2025-08-01T22:44:00Z,166,B737-800,Mainline,69,62,51
UA,374,2025-08-04,ORD,MSP,2025-08-04T16:10:00Z,2025-08-04T17:49:00Z,2025-08-04T16:08:00Z,2025-08-04T17:59:00Z,126,A319-100,Mainline,75,56,43
UA,1710,2025-08-03,ORD,SMF,2025-08-03T19:59:00Z,2025-08-03T22:32:00Z,2025-08-03T20:36:00Z,2025-08-03T23:09:00Z,166,B737-800,Mainline,79,66,51
UA,1414,2025-08-10,ORD,BOI,2025-08-10T08:45:00Z,2025-08-10T11:43:00Z,2025-08-10T08:43:00Z,2025-08-10T11:40:00Z,150,A320-200,Mainline,64,60,46
OO,5292,2025-08-13,ORD,MTY,2025-08-13T08:45:00Z,2025-08-13T11:41:00Z,2025-08-13T08:40:00Z,2025-08-13T11:38:00Z,76,ERJ-175,Express,40,52,42
G7,4452,2025-08-15,ORD,RIC,2025-08-15T10:50:00Z,2025-08-15T13:57:00Z,2025-08-15T11:39:00Z,2025-08-15T14:51:00Z,50,CRJ-550,Express,165,230,29
UA,445,2025-08-09,ORD,ANC,2025-08-09T15:50:00Z,2025-08-09T19:35:00Z,2025-08-09T16:26:00Z,2025-08-09T21:14:00Z,179,B737-MAX9,Mainline,66,101,56
OO,6002,2025-08-02,ORD,AVL,2025-08-02T18:15:00Z,2025-08-02T21:20:00Z,2025-08-02T18:12:00Z,2025-08-02T21:01:00Z,70,ERJ-175,Express,40,41,34
UA,467,2025-08-10,ORD,CMH,2025-08-10T14:21:00Z,2025-08-10T16:52:00Z,2025-08-10T15:43:00Z,2025-08-10T18:14:00Z,150,A320-200,Mainline,66,99,46
UA,1756,2025-08-05,ORD,YYZ,2025-08-05T21:14:00Z,2025-08-05T23:58:00Z,2025-08-05T21:24:00Z,2025-08-05T23:49:00Z,166,B737-800,Mainline,179,129,65
UA,2100,2025-08-02,ORD,SLC,2025-08-02T13:11:00Z,2025-08-02T15:40:00Z,2025-08-02T13:27:00Z,2025-08-02T15:41:00Z,166,B737-800,Mainline,68,75,51
UA,972,2025-08-09,ORD,BRU,2025-08-09T17:55:00Z,2025-08-10T09:00:00Z,2025-08-09T18:04:00Z,2025-08-10T09:09:00Z,318,B787-10,Mainline,1620,1481,155
OO,5608,2025-08-06,ORD,GRB,2025-08-06T11:10:00Z,2025-08-06T12:23:00Z,2025-08-06T11:23:00Z,2025-08-06T12:20:00Z,50,CRJ-200,Express,93,130,29
UA,1742,2025-08-05,ORD,JAX,2025-08-05T18:26:00Z,2025-08-05T22:00:00Z,2025-08-05T18:21:00Z,2025-08-05T22:00:00Z,166,B737-800,Mainline,76,77,60
G7,4184,2025-08-10,ORD,DAY,2025-08-10T08:50:00Z,2025-08-10T11:14:00Z,2025-08-10T09:00:00Z,2025-08-10T11:11:00Z,50,CRJ-550,Express,57,78,29
OO,5229,2025-08-06,ORD,ILM,2025-08-06T11:59:00Z,2025-08-06T15:24:00Z,2025-08-06T11:57:00Z,2025-08-06T15:03:00Z,76,ERJ-175,Express,47,66,34
UA,2483,2025-08-08,ORD,IAH,2025-08-08T10:35:00Z,2025-08-08T13:29:00Z,2025-08-08T10:39:00Z,2025-08-08T13:04:00Z,179,B737-900,Mainline,67,88,56
YX,3716,2025-08-10,ORD,CMH,2025-08-10T18:17:00Z,2025-08-10T20:54:00Z,2025-08-10T18:23:00Z,2025-08-10T20:50:00Z,76,ERJ-175,Express,47,73,34
UA,2137,2025-08-02,ORD,SLC,2025-08-02T09:02:00Z,2025-08-02T11:40:00Z,2025-08-02T09:00:00Z,2025-08-02T11:38:00Z,126,A319-100,Mainline,57,64,43
UA,2635,2025-08-13,ORD,CLT,2025-08-13T14:02:00Z,2025-08-13T17:12:00Z,2025-08-13T14:16:00Z,2025-08-13T17:01:00Z,126,A319-100,Mainline,77,109,43
UA,1980,2025-08-07,ORD,LGA,2025-08-07T06:00:00Z,2025-08-07T09:11:00Z,2025-08-07T06:04:00Z,2025-08-07T09:26:00Z,166,B737-800,Mainline,90,111,57
UA,953,2025-08-03,ORD,MUC,2025-08-03T18:00:00Z,2025-08-04T09:40:00Z,2025-08-03T18:08:00Z,2025-08-04T09:10:00Z,243,B787-8,Mainline,255,226,150
UA,1920,2025-08-13,ORD,LAS,2025-08-13T15:41:00Z,2025-08-13T17:41:00Z,2025-08-13T15:48:00Z,2025-08-13T17:32:00Z,179,B737-900,Mainline,67,64,56
UA,1077,2025-08-01,ORD,DCA,2025-08-01T06:00:00Z,2025-08-01T08:57:00Z,2025-08-01T05:56:00Z,2025-08-01T08:41:00Z,166,B737-800,Mainline,600,375,51
YX,3604,2025-08-07,ORD,CMH,2025-08-07T19:35:00Z,2025-08-07T22:08:00Z,2025-08-07T19:33:00Z,2025-08-07T22:01:00Z,76,ERJ-175,Express,49,59,39
UA,1658,2025-08-09,ORD,EWR,2025-08-09T06:00:00Z,2025-08-09T09:13:00Z,2025-08-09T05:56:00Z,2025-08-09T09:06:00Z,179,B737-MAX9,Mainline,78,90,62
OO,5790,2025-08-04,ORD,CRW,2025-08-04T18:20:00Z,2025-08-04T21:04:00Z,2025-08-04T18:18:00Z,2025-08-04T21:00:00Z,50,CRJ-200,Express,90,97,29
UA,202,2025-08-09,ORD,OGG,2025-08-09T09:20:00Z,2025-08-09T13:14:00Z,2025-08-09T09:13:00Z,2025-08-09T12:58:00Z,243,B787-8,Mainline,910,832,150
OO,5219,2025-08-01,ORD,GRB,2025-08-01T20:20:00Z,2025-08-01T21:37:00Z,2025-08-01T20:21:00Z,2025-08-01T21:39:00Z,50,CRJ-550,Express,124,135,29
OO,5729,2025-08-13,ORD,FNT,2025-08-13T11:05:00Z,2025-08-13T13:23:00Z,2025-08-13T11:40:00Z,2025-08-13T13:44:00Z,50,CRJ-200,Express,-28,28,29
OO,5262,2025-08-03,ORD,LNK,2025-08-03T12:45:00Z,2025-08-03T14:35:00Z,2025-08-03T12:40:00Z,2025-08-03T14:29:00Z,50,CRJ-200,Express,40,38,29
OO,5603,2025-08-05,ORD,FNT,2025-08-05T20:08:00Z,2025-08-05T22:30:00Z,2025-08-05T20:16:00Z,2025-08-05T22:22:00Z,50,CRJ-200,Express,78,71,29
YX,3433,2025-08-02,ORD,CVG,2025-08-02T18:10:00Z,2025-08-02T20:37:00Z,2025-08-02T19:15:00Z,2025-08-02T21:27:00Z,76,ERJ-175,Express,140,38,39
OO,4748,2025-08-10,ORD,ATW,2025-08-10T20:20:00Z,2025-08-10T21:35:00Z,2025-08-10T20:23:00Z,2025-08-10T21:33:00Z,50,CRJ-550,Express,124,24,29
G7,4546,2025-08-09,ORD,AVP,2025-08-09T18:35:00Z,2025-08-09T21:43:00Z,2025-08-09T18:28:00Z,2025-08-09T21:32:00Z,50,CRJ-550,Express,105,100,29
G7,4389,2025-08-07,ORD,CID,2025-08-07T12:50:00Z,2025-08-07T14:04:00Z,2025-08-07T13:04:00Z,2025-08-07T14:16:00Z,50,CRJ-550,Express,45,81,29
YX,3598,2025-08-15,ORD,SDF,2025-08-15T17:55:00Z,2025-08-15T20:26:00Z,2025-08-15T17:55:00Z,2025-08-15T20:18:00Z,76,ERJ-175,Express,65,77,34
UA,2418,2025-08-03,ORD,PHL,2025-08-03T07:35:00Z,2025-08-03T10:47:00Z,2025-08-03T07:24:00Z,2025-08-03T10:32:00Z,150,A320-200,Mainline,692,532,54
OO,5968,2025-08-09,ORD,ACK,2025-08-09T10:35:00Z,2025-08-09T14:29:00Z,2025-08-09T10:30:00Z,2025-08-09T14:27:00Z,76,ERJ-175,Express,860,845,34
G7,4588,2025-08-13,ORD,MDT,2025-08-13T13:55:00Z,2025-08-13T16:57:00Z,2025-08-13T13:48:00Z,2025-08-13T16:56:00Z,50,CRJ-550,Express,110,113,29
OO,5026,2025-08-04,ORD,JST,2025-08-04T21:05:00Z,2025-08-04T23:55:00Z,2025-08-04T21:40:00Z,2025-08-05T00:24:00Z,50,CRJ-200,Express,40,27,29
OO,5099,2025-08-10,ORD,CIU,2025-08-10T12:40:00Z,2025-08-10T15:09:00Z,2025-08-10T13:31:00Z,2025-08-10T16:09:00Z,50,CRJ-200,Express,35,51,29
UA,2099,2025-08-06,ORD,IAH,2025-08-06T09:46:00Z,2025-08-06T12:40:00Z,2025-08-06T09:54:00Z,2025-08-06T12:29:00Z,179,B737-900,Mainline,24,61,56
UA,374,2025-08-09,ORD,MSP,2025-08-09T16:10:00Z,2025-08-09T17:49:00Z,2025-08-09T16:02:00Z,2025-08-09T17:40:00Z,126,A319-100,Mainline,181,159,43
UA,970,2025-08-01,ORD,FCO,2025-08-01T15:50:00Z,2025-08-02T07:55:00Z,2025-08-01T16:55:00Z,2025-08-02T08:29:00Z,318,B787-10,Mainline,160,181,155
UA,2302,2025-08-06,ORD,BWI,2025-08-06T07:00:00Z,2025-08-06T10:03:00Z,2025-08-06T06:58:00Z,2025-08-06T10:07:00Z,150,A320-200,Mainline,657,648,54
UA,2040,2025-08-05,ORD,DEN,2025-08-05T20:10:00Z,2025-08-05T22:00:00Z,2025-08-05T20:14:00Z,2025-08-05T21:41:00Z,179,B737-MAX9,Mainline,77,78,56
OO,5517,2025-08-10,ORD,PVD,2025-08-10T18:15:00Z,2025-08-10T21:54:00Z,2025-08-10T19:06:00Z,2025-08-10T23:02:00Z,76,ERJ-175,Express,65,52,34
UA,2201,2025-08-06,ORD,MCO,2025-08-06T14:01:00Z,2025-08-06T18:00:00Z,2025-08-06T14:08:00Z,2025-08-06T18:27:00Z,179,B737-900,Mainline,67,87,56
UA,1492,2025-08-14,ORD,CMH,2025-08-14T21:20:00Z,2025-08-14T23:48:00Z,2025-08-15T00:03:00Z,2025-08-15T02:03:00Z,166,B737-800,Mainline,-49,42,51
UA,767,2025-08-04,ORD,DEN,2025-08-04T21:32:00Z,2025-08-04T23:22:00Z,2025-08-04T21:30:00Z,2025-08-04T23:07:00Z,200,A321-2NX,Mainline,72,66,62
UA,2394,2025-08-04,ORD,DEN,2025-08-04T18:35:00Z,2025-08-04T20:36:00Z,2025-08-04T18:42:00Z,2025-08-04T20:29:00Z,234,B757-300,Mainline,90,85,66
OO,5138,2025-08-09,ORD,MGW,2025-08-09T16:50:00Z,2025-08-09T19:36:00Z,2025-08-09T16:42:00Z,2025-08-09T19:36:00Z,50,CRJ-200,Express,43,48,29
UA,1502,2025-08-10,ORD,RDU,2025-08-10T14:00:00Z,2025-08-10T17:08:00Z,2025-08-10T14:42:00Z,2025-08-10T17:45:00Z,179,B737-900,Mainline,75,74,56
G7,4468,2025-08-09,ORD,LEX,2025-08-09T21:20:00Z,2025-08-09T23:50:00Z,2025-08-09T21:26:00Z,2025-08-09T23:53:00Z,50,CRJ-550,Express,153,163,29
UA,1834,2025-08-15,ORD,TPA,2025-08-15T11:12:00Z,2025-08-15T15:02:00Z,2025-08-15T11:07:00Z,2025-08-15T14:45:00Z,166,B737-800,Mainline,88,98,51
UA,476,2025-08-08,ORD,CVG,2025-08-08T10:53:00Z,2025-08-08T13:14:00Z,2025-08-08T10:46:00Z,2025-08-08T12:54:00Z,126,A319-100,Mainline,88,59,43
UA,2424,2025-08-15,ORD,RDU,2025-08-15T18:20:00Z,2025-08-15T21:27:00Z,2025-08-15T18:35:00Z,2025-08-15T21:46:00Z,179,B737-MAX9,Mainline,80,101,56
UA,2004,2025-08-12,ORD,SYR,2025-08-12T13:45:00Z,2025-08-12T16:44:00Z,2025-08-12T13:53:00Z,2025-08-12T18:34:00Z,150,A320-200,Mainline,63,81,46
UA,1146,2025-08-02,ORD,MBJ,2025-08-02T08:42:00Z,2025-08-02T12:49:00Z,2025-08-02T09:29:00Z,2025-08-02T13:26:00Z,166,B737-800,Mainline,170,203,65
UA,1584,2025-08-02,ORD,LAX,2025-08-02T10:50:00Z,2025-08-02T13:23:00Z,2025-08-02T10:56:00Z,2025-08-02T13:33:00Z,200,A321-2NX,Mainline,72,81,62
G7,4599,2025-08-14,ORD,BHM,2025-08-14T19:45:00Z,2025-08-14T21:49:00Z,2025-08-14T20:32:00Z,2025-08-14T22:11:00Z,50,CRJ-550,Express,80,106,29
OO,5446,2025-08-10,ORD,CLE,2025-08-10T15:50:00Z,2025-08-10T18:21:00Z,2025-08-10T18:47:00Z,2025-08-10T21:34:00Z,76,ERJ-175,Express,-68,120,70
UA,1010,2025-08-11,ORD,DCA,2025-08-11T08:00:00Z,2025-08-11T10:56:00Z,2025-08-11T07:53:00Z,2025-08-11T10:30:00Z,150,A320-200,Mainline,642,633,46
UA,980,2025-08-03,ORD,DUB,2025-08-03T20:15:00Z,2025-08-04T09:45:00Z,2025-08-03T22:36:00Z,2025-08-04T11:17:00Z,243,B787-8,Mainline,125,181,150
UA,1178,2025-08-03,ORD,ORF,2025-08-03T18:32:00Z,2025-08-03T21:50:00Z,2025-08-03T18:34:00Z,2025-08-03T22:00:00Z,179,B737-900,Mainline,82,95,56
OO,5526,2025-08-10,ORD,ATW,2025-08-10T18:05:00Z,2025-08-10T19:18:00Z,2025-08-10T18:10:00Z,2025-08-10T19:35:00Z,50,CRJ-200,Express,55,53,29
UA,288,2025-08-09,ORD,SNN,2025-08-09T18:05:00Z,2025-08-10T07:30:00Z,2025-08-09T18:04:00Z,2025-08-10T07:30:00Z,176,B757-200,Mainline,255,272,122
UA,2172,2025-08-02,ORD,FAI,2025-08-02T16:05:00Z,2025-08-02T19:40:00Z,2025-08-02T16:01:00Z,2025-08-02T19:14:00Z,166,B737-MAX8,Mainline,91,82,51
UA,1989,2025-08-09,ORD,BOS,2025-08-09T18:20:00Z,2025-08-09T21:59:00Z,2025-08-09T18:20:00Z,2025-08-09T22:03:00Z,179,B737-MAX9,Mainline,88,80,56
UA,1198,2025-08-02,ORD,CUN,2025-08-02T09:21:00Z,2025-08-02T13:14:00Z,2025-08-02T09:28:00Z,2025-08-02T12:57:00Z,179,B737-900,Mainline,100,93,70
OO,5323,2025-08-02,ORD,CID,2025-08-02T21:05:00Z,2025-08-02T22:24:00Z,2025-08-02T21:40:00Z,2025-08-02T22:38:00Z,76,ERJ-175,Express,40,83,34
YX,3402,2025-08-02,ORD,YOW,2025-08-02T18:15:00Z,2025-08-02T21:35:00Z,2025-08-02T18:40:00Z,2025-08-02T21:44:00Z,76,ERJ-175,Express,61,104,70
OO,5021,2025-08-03,ORD,SUX,2025-08-03T20:50:00Z,2025-08-03T22:40:00Z,2025-08-03T20:44:00Z,2025-08-03T22:20:00Z,50,CRJ-200,Express,40,37,29
UA,580,2025-08-07,ORD,PDX,2025-08-07T16:13:00Z,2025-08-07T18:45:00Z,2025-08-07T16:19:00Z,2025-08-07T18:44:00Z,179,B737-900,Mainline,81,92,56
YX,3690,2025-08-09,ORD,IND,2025-08-09T15:40:00Z,2025-08-09T17:53:00Z,2025-08-09T15:44:00Z,2025-08-09T17:48:00Z,70,ERJ-170,Express,90,112,34
UA,2302,2025-08-12,ORD,BWI,2025-08-12T07:00:00Z,2025-08-12T10:03:00Z,2025-08-12T06:55:00Z,2025-08-12T09:57:00Z,150,A320-200,Mainline,725,706,46
OO,5122,2025-08-03,ORD,EAU,2025-08-03T12:25:00Z,2025-08-03T13:54:00Z,2025-08-03T12:19:00Z,2025-08-03T13:27:00Z,50,CRJ-200,Express,52,55,29
UA,912,2025-08-09,ORD,KEF,2025-08-09T21:10:00Z,2025-08-10T08:30:00Z,2025-08-09T21:26:00Z,2025-08-10T09:01:00Z,176,B757-200,Mainline,150,172,75
G7,4184,2025-08-11,ORD,DAY,2025-08-11T08:50:00Z,2025-08-11T11:14:00Z,2025-08-11T08:46:00Z,2025-08-11T11:09:00Z,50,CRJ-550,Express,53,79,29
YX,3422,2025-08-01,ORD,DTW,2025-08-01T10:45:00Z,2025-08-01T13:17:00Z,2025-08-01T10:43:00Z,2025-08-01T12:55:00Z,76,ERJ-175,Express,82,58,34
UA,2426,2025-08-12,ORD,IAH,2025-08-12T19:35:00Z,2025-08-12T22:24:00Z,2025-08-13T00:11:00Z,2025-08-13T02:45:00Z,179,B737-900,Mainline,392,61,56
UA,481,2025-08-02,ORD,RNO,2025-08-02T19:52:00Z,2025-08-02T22:19:00Z,2025-08-02T20:01:00Z,2025-08-02T22:18:00Z,126,B737-700,Mainline,57,71,43
UA,769,2025-08-03,ORD,BCN,2025-08-03T21:35:00Z,2025-08-04T13:15:00Z,2025-08-03T21:46:00Z,2025-08-04T12:59:00Z,243,B787-8,Mainline,455,443,150
UA,2104,2025-08-04,ORD,BOS,2025-08-04T06:00:00Z,2025-08-04T09:26:00Z,2025-08-04T05:59:00Z,2025-08-04T09:08:00Z,179,B737-MAX9,Mainline,390,400,56
UA,1655,2025-08-07,ORD,DCA,2025-08-07T18:00:00Z,2025-08-07T21:02:00Z,2025-08-07T19:02:00Z,2025-08-07T22:09:00Z,150,A320-200,Mainline,55,69,46
UA,2337,2025-08-11,ORD,IAD,2025-08-11T13:05:00Z,2025-08-11T16:10:00Z,2025-08-11T13:05:00Z,2025-08-11T16:10:00Z,179,B737-900,Mainline,73,72,56
G7,4380,2025-08-02,ORD,SYR,2025-08-02T07:05:00Z,2025-08-02T10:09:00Z,2025-08-02T07:15:00Z,2025-08-02T10:03:00Z,50,CRJ-550,Express,647,623,29
UA,2243,2025-08-07,ORD,RIC,2025-08-07T18:20:00Z,2025-08-07T21:30:00Z,2025-08-07T18:20:00Z,2025-08-07T21:26:00Z,150,A320-200,Mainline,75,63,46
UA,1182,2025-08-11,ORD,SJC,2025-08-11T19:55:00Z,2025-08-11T22:35:00Z,2025-08-11T20:15:00Z,2025-08-11T22:24:00Z,150,A320-200,Mainline,60,55,46
UA,1077,2025-08-03,ORD,DCA,2025-08-03T06:00:00Z,2025-08-03T08:57:00Z,2025-08-03T05:53:00Z,2025-08-03T08:40:00Z,150,A320-200,Mainline,64,52,52
UA,342,2025-08-09,ORD,GCM,2025-08-09T09:26:00Z,2025-08-09T13:30:00Z,2025-08-09T09:20:00Z,2025-08-09T13:14:00Z,179,B737-900,Mainline,81,92,70
UA,1144,2025-08-02,ORD,ONT,2025-08-02T19:35:00Z,2025-08-02T22:06:00Z,2025-08-02T19:43:00Z,2025-08-02T22:16:00Z,166,B737-800,Mainline,90,112,51
YX,3638,2025-08-06,ORD,CHS,2025-08-06T10:35:00Z,2025-08-06T14:02:00Z,2025-08-06T10:32:00Z,2025-08-06T13:57:00Z,76,ERJ-175,Express,78,73,34
G7,4481,2025-08-12,ORD,GRR,2025-08-12T07:00:00Z,2025-08-12T09:07:00Z,2025-08-12T06:56:00Z,2025-08-12T08:51:00Z,50,CRJ-550,Express,897,721,29
UA,1617,2025-08-06,ORD,PHL,2025-08-06T14:20:00Z,2025-08-06T17:36:00Z,2025-08-06T14:18:00Z,2025-08-06T17:38:00Z,166,B737-800,Mainline,65,54,51
UA,2202,2025-08-03,ORD,IAH,2025-08-03T18:25:00Z,2025-08-03T21:21:00Z,2025-08-03T18:40:00Z,2025-08-03T21:24:00Z,179,B737-900,Mainline,80,58,56
OO,5963,2025-08-07,ORD,BDL,2025-08-07T14:09:00Z,2025-08-07T17:36:00Z,2025-08-07T14:12:00Z,2025-08-07T17:43:00Z,70,ERJ-175,Express,1352,1359,34
UA,2144,2025-08-14,ORD,YYZ,2025-08-14T13:01:00Z,2025-08-14T15:46:00Z,2025-08-14T12:58:00Z,2025-08-14T15:42:00Z,126,A319-100,Mainline,73,94,52
OO,5652,2025-08-09,ORD,GEG,2025-08-09T19:38:00Z,2025-08-09T21:59:00Z,2025-08-09T21:42:00Z,2025-08-09T23:34:00Z,76,ERJ-175,Express,71,50,34
OO,4778,2025-08-13,ORD,FAR,2025-08-13T08:45:00Z,2025-08-13T10:57:00Z,2025-08-13T08:46:00Z,2025-08-13T10:32:00Z,50,CRJ-200,Express,145,148,29
YX,3520,2025-08-01,ORD,CVG,2025-08-01T21:10:00Z,2025-08-01T23:40:00Z,2025-08-01T21:27:00Z,2025-08-01T23:39:00Z,76,ERJ-175,Express,45,61,34
UA,1421,2025-08-13,ORD,FLL,2025-08-13T07:00:00Z,2025-08-13T11:13:00Z,2025-08-13T06:59:00Z,2025-08-13T10:56:00Z,200,A321-2NX,Mainline,1845,1167,62
OO,5699,2025-08-12,ORD,SAV,2025-08-12T18:18:00Z,2025-08-12T21:50:00Z,2025-08-12T18:21:00Z,2025-08-12T22:31:00Z,76,ERJ-175,Express,165,141,34
YX,3464,2025-08-14,ORD,PIT,2025-08-14T21:15:00Z,2025-08-14T23:58:00Z,2025-08-14T21:32:00Z,2025-08-15T00:01:00Z,76,ERJ-175,Express,164,159,34
YX,3614,2025-08-04,ORD,MCI,2025-08-04T21:25:00Z,2025-08-04T23:14:00Z,2025-08-04T21:20:00Z,2025-08-04T23:05:00Z,70,ERJ-170,Express,60,55,34
G7,4501,2025-08-10,ORD,AVP,2025-08-10T13:55:00Z,2025-08-10T16:55:00Z,2025-08-10T13:50:00Z,2025-08-10T17:01:00Z,50,CRJ-550,Express,134,158,29
OO,5427,2025-08-04,ORD,PIA,2025-08-04T09:05:00Z,2025-08-04T10:19:00Z,2025-08-04T09:00:00Z,2025-08-04T10:10:00Z,50,CRJ-200,Express,92,126,29
G7,4504,2025-08-11,ORD,CHA,2025-08-11T08:45:00Z,2025-08-11T11:35:00Z,2025-08-11T08:37:00Z,2025-08-11T11:13:00Z,50,CRJ-550,Express,53,72,29
UA,2635,2025-08-03,ORD,CLT,2025-08-03T14:07:00Z,2025-08-03T17:17:00Z,2025-08-03T14:10:00Z,2025-08-03T17:23:00Z,126,A319-100,Mainline,57,63,43
G7,4529,2025-08-03,ORD,SGF,2025-08-03T08:55:00Z,2025-08-03T10:48:00Z,2025-08-03T08:47:00Z,2025-08-03T10:25:00Z,50,CRJ-550,Express,50,58,29
G7,4452,2025-08-08,ORD,RIC,2025-08-08T10:50:00Z,2025-08-08T13:57:00Z,2025-08-08T10:40:00Z,2025-08-08T13:48:00Z,50,CRJ-550,Express,64,72,29
OO,5045,2025-08-04,ORD,RHI,2025-08-04T16:35:00Z,2025-08-04T17:57:00Z,2025-08-04T16:30:00Z,2025-08-04T17:52:00Z,50,CRJ-200,Express,42,34,29
G7,4507,2025-08-06,ORD,CHA,2025-08-06T20:14:00Z,2025-08-06T22:59:00Z,2025-08-06T20:10:00Z,2025-08-06T22:38:00Z,50,CRJ-550,Express,99,104,29
OO,5637,2025-08-15,ORD,GRB,2025-08-15T18:05:00Z,2025-08-15T19:18:00Z,2025-08-15T18:21:00Z,2025-08-15T19:51:00Z,50,CRJ-200,Express,55,41,29
UA,2401,2025-08-03,ORD,NAS,2025-08-03T10:33:00Z,2025-08-03T14:59:00Z,2025-08-03T10:32:00Z,2025-08-03T14:48:00Z,166,B737-800,Mainline,64,86,65
G7,4425,2025-08-10,ORD,GRR,2025-08-10T14:00:00Z,2025-08-10T16:04:00Z,2025-08-10T15:54:00Z,2025-08-10T18:03:00Z,50,CRJ-550,Express,45,33,29
OO,5108,2025-08-11,ORD,SLN,2025-08-11T16:45:00Z,2025-08-11T18:50:00Z,2025-08-11T17:16:00Z,2025-08-11T19:09:00Z,50,CRJ-200,Express,-5,32,29
UA,1156,2025-08-04,ORD,MSY,2025-08-04T19:55:00Z,2025-08-04T22:25:00Z,2025-08-04T20:07:00Z,2025-08-04T22:40:00Z,166,B737-MAX8,Mainline,60,56,51
UA,600,2025-08-02,ORD,LAS,2025-08-02T14:40:00Z,2025-08-02T16:40:00Z,2025-08-02T14:37:00Z,2025-08-02T16:38:00Z,179,B737-900,Mainline,85,79,56
UA,534,2025-08-04,ORD,EWR,2025-08-04T17:55:00Z,2025-08-04T21:28:00Z,2025-08-04T17:55:00Z,2025-08-04T20:59:00Z,200,A321-2NX,Mainline,78,81,62
OO,5395,2025-08-03,ORD,GSO,2025-08-03T13:44:00Z,2025-08-03T16:51:00Z,2025-08-03T13:35:00Z,2025-08-03T16:41:00Z,70,ERJ-175,Express,58,59,34
UA,2100,2025-08-12,ORD,SLC,2025-08-12T13:11:00Z,2025-08-12T15:40:00Z,2025-08-12T13:27:00Z,2025-08-12T15:49:00Z,166,B737-800,Mainline,88,122,51
YX,3610,2025-08-09,ORD,YQB,2025-08-09T10:39:00Z,2025-08-09T14:16:00Z,2025-08-09T12:00:00Z,2025-08-09T15:37:00Z,76,ERJ-175,Express,82,182,42
